,LeadTime,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,Temp,Cloudcover,BookingDateWeekNumber,BookingDateDayOfWeek,TotalNights,CancelationRatio,DepositType_Non Refund,CustomerType_Transient,Agent_9,Agent_Other
21725,136,138.76,0,1,52.4,43.7,32,5,4,0.0,0.0,1.0,1,0
43471,11,129.0,0,2,53.3,39.7,4,1,2,0.0,0.0,1.0,1,0
1205,39,109.0,0,0,67.3,34.2,28,1,2,0.0,0.0,0.0,0,1
64044,7,165.0,1,2,60.8,57.6,52,2,3,0.0,0.0,1.0,1,0
77670,164,148.5,0,1,73.0,14.9,8,4,3,0.0,0.0,1.0,1,0
56775,155,143.1,0,2,69.8,33.2,14,3,1,0.0,0.0,1.0,1,0
1458,11,90.0,0,2,69.6,57.2,32,4,5,0.0,0.0,0.0,1,0
61216,23,180.25,0,0,55.5,35.4,41,5,4,0.0,0.0,1.0,0,1
27634,407,90.0,0,0,63.7,31.5,12,5,3,0.0,1.0,1.0,0,1
53386,179,81.25,0,1,75.9,10.1,3,5,3,0.0,0.0,0.0,0,1
9057,105,75.0,0,0,58.7,30.9,52,3,1,0.0,1.0,1.0,0,1
9707,103,115.0,0,0,60.4,58.9,1,4,2,0.0,1.0,1.0,0,1
19243,267,128.7,0,1,69.3,84.2,5,2,3,0.0,0.0,1.0,1,0
43927,1,127.0,0,1,58.3,87.5,6,5,4,0.0,0.0,1.0,1,0
47555,54,130.05,0,0,58.8,42.7,8,5,3,0.0,0.0,1.0,1,0
37550,4,145.0,0,2,65.0,25.7,38,5,1,0.0,0.0,0.0,1,0
76608,148,147.78,0,1,69.4,70.7,8,1,5,0.0,0.0,0.0,1,0
24446,127,80.0,0,0,59.9,40.4,44,5,2,0.0,1.0,1.0,0,1
66095,26,75.0,0,0,58.1,1.7,4,3,2,0.0,0.0,1.0,0,1
1573,0,124.0,0,3,78.9,14.5,34,4,1,0.0,0.0,1.0,0,0
6639,42,80.3,0,1,49.6,34.6,49,6,1,0.0,0.0,1.0,1,0
9102,274,62.0,0,0,59.8,24.7,28,3,2,0.0,1.0,1.0,0,0
38757,29,96.3,0,1,67.4,66.4,38,1,4,0.0,0.0,0.0,1,0
8170,45,131.4,0,1,54.1,46.7,5,3,2,0.0,0.0,1.0,1,0
24894,56,85.0,0,0,56.9,52.8,4,2,3,0.0,1.0,1.0,0,1
61826,116,90.0,0,1,58.2,23.9,29,0,3,0.0,0.0,1.0,1,0
22087,210,85.0,0,0,54.7,65.5,23,1,5,0.0,0.0,1.0,1,0
21614,14,84.67,0,0,52.5,45.1,49,4,3,0.0,0.0,1.0,1,0
37472,3,152.0,0,3,71.9,13.5,38,3,3,0.0,0.0,0.0,1,0
6027,106,75.0,0,0,57.8,92.0,35,2,2,0.0,1.0,1.0,0,1
33519,195,126.0,0,0,74.1,56.4,6,0,7,0.0,0.0,1.0,1,0
31168,135,130.0,0,0,65.1,32.6,7,3,1,0.0,1.0,1.0,0,1
4719,34,103.05,0,2,65.5,87.0,37,1,2,0.0,0.0,0.0,1,0
48056,39,177.0,0,2,62.1,50.8,12,1,2,0.0,0.0,1.0,1,0
50655,0,110.7,0,1,71.7,49.9,23,4,1,0.0,0.0,1.0,1,0
60161,386,115.0,0,1,61.1,47.8,40,6,2,0.0,0.0,0.0,0,1
31309,240,167.85,0,1,81.5,0.0,44,6,11,0.0,0.0,1.0,1,0
62115,55,74.88,0,0,52.2,28.2,39,4,1,0.0,0.0,1.0,0,1
24613,37,110.0,0,0,62.7,79.0,6,1,2,0.0,1.0,1.0,0,1
45208,16,75.0,0,0,54.5,6.4,8,3,1,0.0,0.0,0.0,0,0
63146,7,52.36,0,1,53.6,57.1,49,4,1,0.0,0.0,1.0,0,1
44707,115,75.0,0,0,44.3,55.5,45,3,5,0.0,0.0,0.0,0,1
29677,35,146.67,0,0,66.4,32.2,18,1,3,0.0,0.0,1.0,1,0
76520,86,190.0,0,2,67.6,41.0,17,2,2,0.0,0.0,1.0,1,0
43953,99,79.5,0,2,52.3,56.2,45,6,4,0.0,0.0,1.0,1,0
21790,248,70.55,0,0,50.9,39.1,16,6,5,0.0,0.0,1.0,1,0
24205,71,106.2,0,0,50.2,53.0,51,4,3,0.0,0.0,1.0,1,0
24221,47,75.0,0,0,52.0,56.7,3,1,2,0.0,0.0,1.0,0,1
48189,109,77.03,0,1,60.2,14.6,2,2,3,0.0,0.0,1.0,0,1
6693,151,71.0,0,0,55.2,76.9,34,5,2,0.0,0.0,0.0,0,1
22402,38,75.0,0,0,49.8,7.3,49,3,1,0.0,1.0,1.0,0,0
14417,61,94.5,0,0,83.6,1.3,20,2,2,0.0,0.0,1.0,1,0
10382,139,104.21,0,0,60.2,14.6,50,0,7,0.0,0.0,1.0,0,1
55287,81,117.9,0,3,77.9,7.0,21,3,4,0.0,0.0,1.0,1,0
31664,450,90.0,0,0,71.8,20.0,15,0,1,0.0,1.0,1.0,0,1
59415,176,80.75,0,0,63.3,63.3,16,1,3,0.0,0.0,1.0,0,1
69667,125,121.5,0,2,67.7,61.5,49,2,6,0.0,0.0,1.0,1,0
61432,53,79.2,0,2,57.2,57.9,38,1,2,0.0,0.0,1.0,1,0
69696,241,109.8,0,1,63.5,44.4,33,3,1,0.0,0.0,1.0,0,1
15272,36,135.9,0,1,82.2,0.8,27,3,1,0.0,0.0,1.0,1,0
79327,34,157.71,0,4,71.0,22.0,30,5,7,0.0,0.0,1.0,1,0
66439,11,121.33,0,1,58.2,15.7,6,0,3,0.0,0.0,1.0,1,0
15979,226,96.0,0,0,75.8,21.2,2,4,2,0.0,1.0,1.0,0,0
10083,146,107.0,0,1,61.4,25.0,49,1,2,0.0,0.0,0.0,1,0
17129,121,162.0,0,0,67.4,22.4,20,0,6,0.0,0.0,1.0,1,0
77308,166,280.0,1,0,69.8,35.4,7,4,2,0.0,0.0,1.0,1,0
14241,107,141.0,0,0,70.2,23.7,12,6,6,0.0,0.0,1.0,1,0
77302,208,157.0,0,1,71.0,22.0,1,5,1,0.0,0.0,0.0,0,1
59102,3,204.82,0,1,65.1,50.9,40,2,3,0.0,0.0,1.0,0,1
50855,57,75.33,0,0,67.7,47.9,15,4,3,0.0,0.0,0.0,0,1
26170,87,95.0,0,0,63.5,44.4,3,3,4,0.0,1.0,1.0,0,0
13546,163,96.0,0,0,68.2,35.4,2,4,2,0.0,1.0,1.0,0,0
30425,150,120.0,0,0,88.0,32.6,3,3,5,0.0,1.0,1.0,0,0
63908,84,156.6,0,1,54.7,65.5,41,1,1,0.0,0.0,1.0,1,0
76,3,75.0,0,0,70.7,26.6,28,3,1,0.0,0.0,0.0,0,1
16338,34,211.86,0,0,82.4,13.6,31,1,8,0.0,0.0,1.0,0,1
18761,283,96.0,0,0,63.9,68.3,1,4,2,0.0,1.0,1.0,0,0
63696,37,146.0,0,1,52.6,0.3,47,3,1,0.0,0.0,1.0,1,0
51504,1,95.48,0,1,75.1,11.6,25,2,1,0.0,0.0,1.0,0,1
65208,1,97.0,0,1,57.9,50.8,5,3,2,0.0,0.0,1.0,1,0
66056,159,130.0,0,0,54.6,35.4,37,1,3,0.0,0.0,1.0,0,1
43864,36,82.0,1,0,58.3,87.5,1,5,2,0.0,0.0,1.0,0,1
52290,132,90.9,0,1,79.8,4.0,8,1,2,0.0,0.0,0.0,1,0
31904,288,107.1,0,1,73.9,26.8,39,6,3,0.0,0.0,1.0,1,0
78057,170,175.5,0,0,78.3,3.7,8,3,4,0.0,0.0,0.0,1,0
57818,26,232.33,0,0,72.9,35.6,34,3,3,0.0,0.0,1.0,1,0
38387,12,139.0,0,1,63.6,42.7,39,5,3,0.0,0.0,0.0,1,0
44209,14,43.43,0,0,51.1,43.1,5,1,7,0.0,0.0,1.0,0,1
1089,8,90.0,0,2,68.2,52.7,32,3,3,0.0,0.0,0.0,1,0
59286,2,110.0,0,0,67.6,37.0,18,5,3,0.0,0.0,1.0,0,0
57743,3,95.0,0,0,72.9,35.6,37,5,2,0.0,0.0,0.0,0,0
37825,16,170.0,0,0,67.5,27.3,37,3,5,0.0,0.0,0.0,0,0
31038,99,144.0,0,0,69.0,55.8,12,2,2,0.0,0.0,1.0,1,0
33137,210,115.65,0,1,72.6,10.0,3,3,4,0.0,0.0,1.0,1,0
24182,177,103.7,0,1,55.4,58.1,36,2,5,0.0,0.0,1.0,1,0
19019,74,132.3,0,0,63.4,81.5,32,1,2,0.0,0.0,1.0,1,0
61997,35,79.2,0,1,51.0,38.9,42,2,1,0.0,0.0,1.0,1,0
70726,107,154.8,0,2,59.5,65.1,2,2,5,0.0,0.0,1.0,1,0
5253,69,85.67,0,0,61.4,87.0,34,1,3,0.0,0.0,0.0,0,1
50485,0,109.0,0,0,72.3,1.2,23,2,1,0.0,0.0,1.0,0,0
1815,50,60.0,0,0,70.0,7.0,28,1,4,0.0,0.0,0.0,0,0
22135,86,79.2,0,2,57.3,76.0,41,1,3,0.0,0.0,1.0,1,0
50166,114,75.0,0,1,72.6,29.4,6,1,3,0.0,0.0,0.0,0,1
1654,0,130.0,0,2,70.9,71.2,34,6,1,0.0,0.0,1.0,0,0
51756,191,95.0,0,0,69.8,38.2,51,2,3,0.0,0.0,0.0,0,1
24042,98,97.2,0,0,55.4,58.1,47,4,2,0.0,0.0,1.0,1,0
76241,143,152.1,0,1,70.5,31.3,8,5,1,0.0,0.0,1.0,1,0
59317,181,120.0,0,0,63.3,63.3,15,3,2,0.0,0.0,0.0,0,1
66704,1,88.0,0,0,55.4,58.1,9,3,1,0.0,0.0,1.0,0,1
41417,6,0.0,0,0,58.5,86.2,49,5,2,0.0,0.0,0.0,0,1
38919,230,89.0,0,1,67.8,52.7,43,1,2,1.0,0.0,1.0,0,1
4108,164,100.0,0,0,69.0,53.1,17,2,2,0.0,0.0,0.0,0,1
33167,181,121.0,0,0,76.0,25.4,7,5,1,0.0,0.0,1.0,0,1
73029,40,99.0,0,1,66.5,52.2,16,3,4,0.0,0.0,1.0,0,1
14315,372,62.0,0,0,79.4,0.0,28,3,2,0.0,1.0,1.0,0,0
68505,90,68.0,0,1,48.2,48.4,51,6,5,0.0,0.0,1.0,0,1
19383,286,65.0,0,0,74.5,76.8,2,6,2,0.0,1.0,1.0,0,0
3479,75,0.0,0,0,71.9,13.5,28,1,4,0.0,0.0,0.0,0,0
64988,315,98.1,0,1,51.0,40.9,11,5,2,0.0,0.0,1.0,1,0
48127,9,133.5,0,1,59.9,60.8,16,2,4,0.0,0.0,1.0,0,1
29005,181,130.0,0,0,75.4,30.4,47,5,2,0.0,1.0,1.0,0,0
47733,55,130.05,0,2,59.8,49.7,8,6,4,0.0,0.0,1.0,1,0
13634,178,92.94,0,1,79.1,3.3,53,5,4,0.0,0.0,1.0,0,1
63765,11,120.0,0,3,52.6,0.3,51,1,2,0.0,0.0,1.0,0,0
52427,9,139.0,0,1,68.7,34.3,26,1,1,0.0,0.0,1.0,1,0
18923,468,59.0,0,0,65.0,58.4,28,5,1,0.0,1.0,1.0,0,0
24320,9,111.33,0,0,62.1,18.8,9,1,3,0.0,0.0,1.0,1,0
31876,159,98.1,0,0,74.6,7.7,6,1,5,0.0,0.0,1.0,1,0
22492,258,129.6,0,0,49.8,7.3,17,0,3,0.0,0.0,1.0,1,0
48589,6,99.0,0,2,59.3,76.7,18,1,2,0.0,0.0,1.0,1,0
18947,468,62.0,0,0,65.0,58.4,28,5,2,0.0,1.0,1.0,0,0
4470,97,62.0,0,0,63.6,42.7,27,4,2,0.0,0.0,1.0,0,0
37882,17,170.0,0,0,67.7,20.5,37,3,4,0.0,0.0,0.0,0,0
45291,133,84.33,0,1,54.5,6.4,44,5,3,0.0,0.0,0.0,0,1
27874,6,90.0,0,0,62.3,50.5,18,4,1,0.0,1.0,1.0,0,1
31568,226,110.0,0,0,69.4,61.7,47,5,3,0.0,1.0,1.0,0,0
74758,396,122.4,0,1,68.6,48.9,21,3,2,0.0,0.0,0.0,0,1
63306,24,132.0,0,0,51.0,10.8,47,6,1,0.0,0.0,1.0,0,1
9087,91,76.5,0,0,58.7,30.9,1,3,4,0.0,0.0,1.0,0,1
39620,37,71.25,0,0,65.3,58.0,39,2,4,0.0,0.0,1.0,0,1
56342,31,108.0,0,1,70.6,36.3,30,6,3,0.0,0.0,1.0,1,0
77765,174,139.5,0,1,68.7,37.2,7,2,3,0.0,0.0,1.0,1,0
60974,46,106.2,0,2,64.5,52.7,37,0,3,0.0,0.0,1.0,1,0
49289,69,126.9,0,1,61.9,32.1,10,3,3,0.0,0.0,1.0,1,0
32141,240,110.0,0,0,70.7,26.4,47,5,3,0.0,1.0,1.0,0,0
16494,161,116.1,0,0,69.8,33.2,13,4,3,0.0,0.0,0.0,0,1
77719,2,180.0,0,1,66.5,21.0,32,1,1,0.0,0.0,1.0,1,0
29686,7,200.0,0,1,66.4,32.2,22,1,4,0.0,0.0,1.0,1,0
40230,33,110.0,0,0,57.8,92.0,45,5,2,1.0,1.0,1.0,0,1
22546,160,71.28,0,0,52.4,2.8,32,3,3,0.0,0.0,1.0,1,0
77261,6,149.5,0,0,67.9,34.2,30,2,2,0.0,0.0,1.0,0,1
70952,67,120.0,0,0,63.6,52.2,8,5,3,0.0,0.0,0.0,0,0
4509,35,94.05,0,1,63.6,33.2,36,4,2,0.0,0.0,0.0,1,0
36918,180,49.74,0,0,70.3,69.6,8,2,7,0.0,0.0,1.0,0,1
59911,3,95.0,0,0,65.0,58.4,42,1,1,0.0,0.0,1.0,0,1
68659,123,74.8,0,2,56.8,42.4,47,4,5,0.0,0.0,1.0,1,0
70213,68,108.0,0,3,68.3,49.4,6,6,5,0.0,0.0,1.0,0,1
29968,141,135.33,0,0,72.9,43.4,3,3,3,0.0,0.0,1.0,1,0
16081,7,80.0,0,0,70.6,36.3,34,2,3,0.0,0.0,1.0,0,1
68457,158,95.0,0,1,56.8,42.4,42,4,2,0.0,0.0,0.0,0,1
9338,197,106.2,0,2,55.2,45.9,40,1,3,0.0,0.0,0.0,1,0
63977,42,102.0,0,1,50.6,10.2,46,6,4,0.0,0.0,1.0,1,0
59847,26,180.0,0,2,64.7,76.0,38,3,3,0.0,0.0,1.0,1,0
54249,4,65.0,0,1,72.9,35.6,37,4,3,0.5,0.0,1.0,0,0
51758,192,95.0,0,0,68.7,40.4,51,2,2,0.0,0.0,0.0,0,1
38059,17,89.71,0,1,69.0,53.1,38,2,2,0.0,0.0,1.0,0,1
59241,54,146.92,0,2,64.6,31.3,33,2,3,0.0,0.0,1.0,0,1
21244,81,152.55,0,1,57.1,65.1,37,6,4,0.0,0.0,1.0,1,0
48122,95,89.25,0,1,59.3,41.4,3,6,5,0.0,0.0,1.0,1,0
41352,7,65.0,0,0,58.5,86.2,49,4,1,0.0,0.0,1.0,0,0
57673,89,149.4,0,1,68.2,30.6,24,0,4,0.0,0.0,1.0,1,0
57110,18,89.0,0,0,72.2,26.3,34,4,1,0.0,0.0,1.0,1,0
50353,191,132.0,0,0,65.4,36.6,48,3,3,0.0,0.0,0.0,0,1
28374,88,117.0,0,0,69.7,46.8,7,6,3,0.0,0.0,1.0,1,0
59293,0,0.0,0,0,61.4,42.2,41,4,0,0.0,0.0,1.0,0,1
21326,322,52.0,0,0,56.0,50.3,3,5,2,0.0,1.0,1.0,0,1
4623,66,75.0,0,0,61.9,47.5,32,2,3,0.0,0.0,1.0,0,1
50709,240,106.2,0,0,71.7,49.9,42,2,3,0.0,0.0,0.0,1,0
70124,18,115.0,0,2,64.6,50.4,14,2,1,0.0,0.0,1.0,1,0
51522,0,97.0,0,1,69.8,38.2,25,4,1,0.0,0.0,1.0,1,0
15556,51,125.1,0,0,71.7,11.1,26,2,2,0.0,0.0,1.0,1,0
56312,200,90.95,0,0,71.6,13.3,6,4,4,0.0,0.0,1.0,1,0
5495,56,60.0,0,1,66.5,50.7,37,5,3,0.0,0.0,1.0,0,1
24572,97,85.0,0,0,58.5,49.1,49,3,2,0.0,1.0,1.0,0,1
62648,195,106.25,0,2,56.0,67.7,20,5,4,0.0,0.0,1.0,1,0
66953,1,88.0,0,1,50.2,53.0,9,4,3,0.0,0.0,1.0,1,0
6771,4,80.0,0,1,56.9,58.8,2,6,1,0.0,0.0,1.0,0,0
48113,47,88.52,0,1,59.9,60.8,10,6,4,0.0,0.0,1.0,0,1
63134,110,79.2,0,0,57.8,25.3,34,2,4,0.0,0.0,1.0,0,1
27668,407,90.0,0,0,63.7,31.5,12,5,3,0.0,1.0,1.0,0,1
78632,181,213.81,0,0,74.8,22.6,7,6,7,0.0,0.0,1.0,1,0
27323,100,130.0,0,0,69.8,53.5,4,1,2,0.0,1.0,1.0,0,1
56281,156,128.7,0,1,73.3,19.8,12,5,4,0.0,0.0,1.0,1,0
3639,83,60.0,0,0,67.2,19.1,27,4,2,0.0,0.0,0.0,0,0
52309,104,88.01,0,1,70.4,16.8,11,0,3,0.0,0.0,1.0,0,1
27279,106,126.0,0,0,57.9,23.7,2,0,6,0.0,0.0,1.0,1,0
46281,57,85.85,0,1,57.7,66.2,4,0,4,0.0,0.0,1.0,1,0
30784,233,105.0,0,0,73.5,32.1,44,3,3,0.0,1.0,1.0,0,1
78023,129,125.0,0,1,67.4,21.0,13,6,7,0.0,0.0,1.0,1,0
43207,39,66.4,0,0,60.1,67.4,51,3,3,0.0,0.0,1.0,0,1
4643,204,72.75,0,0,61.9,47.5,12,4,4,0.0,0.0,0.0,0,1
14294,372,62.0,0,0,79.4,0.0,28,3,2,0.0,1.0,1.0,0,0
43352,1,228.0,1,0,55.3,58.3,4,3,3,0.0,0.0,1.0,0,1
23608,15,95.0,0,0,56.6,55.5,5,4,2,0.0,1.0,1.0,0,1
67085,5,105.7,0,2,50.2,53.0,8,0,5,0.0,0.0,1.0,0,1
70669,7,160.0,0,1,62.5,49.1,16,5,3,0.0,0.0,1.0,1,0
30920,99,126.0,0,0,68.8,52.8,11,0,4,0.0,0.0,1.0,1,0
61877,23,91.6,0,2,59.5,67.8,43,3,2,0.0,0.0,1.0,1,0
16807,317,120.0,0,0,66.4,51.4,45,2,2,0.0,1.0,1.0,0,1
60393,32,85.0,0,0,60.3,63.6,38,4,4,0.0,0.0,1.0,0,1
69440,60,160.2,0,0,67.7,61.5,6,4,3,0.0,0.0,1.0,1,0
16997,141,143.1,0,0,73.4,10.3,17,5,2,0.0,0.0,1.0,1,0
57865,39,80.75,0,0,75.0,45.1,32,3,4,0.0,0.0,1.0,0,1
13387,193,120.0,0,0,76.0,0.0,50,4,3,0.0,1.0,1.0,0,1
32455,15,222.57,0,1,74.5,24.6,28,5,7,0.0,0.0,1.0,1,0
70076,44,106.67,0,0,68.3,49.4,10,2,3,0.0,0.0,0.0,0,0
22584,54,65.0,0,0,45.7,2.1,47,5,3,0.0,1.0,1.0,0,1
65299,55,141.6,0,3,55.0,54.9,49,4,5,0.0,0.0,1.0,1,0
29612,348,90.0,0,0,65.1,41.6,25,1,3,0.0,1.0,1.0,0,1
66534,10,98.0,0,0,55.3,63.2,7,5,1,0.0,0.0,1.0,1,0
2039,145,80.0,0,1,73.0,63.5,15,3,3,0.0,0.0,0.0,0,0
63042,18,80.0,0,0,57.8,25.3,47,3,1,0.0,0.0,0.0,0,1
46363,50,57.5,0,0,52.6,42.9,6,3,3,0.0,0.0,0.0,0,0
62266,46,72.0,0,0,56.3,51.6,40,4,6,0.0,0.0,1.0,0,1
6648,34,78.3,0,1,49.6,34.6,50,0,3,0.0,0.0,1.0,1,0
53268,175,99.45,0,1,73.3,25.3,2,0,10,0.0,0.0,1.0,0,1
50892,18,97.02,0,0,68.7,74.7,21,4,1,0.0,0.0,1.0,0,1
76848,7,169.0,1,1,75.0,21.7,29,2,2,0.0,0.0,1.0,1,0
48317,19,120.0,0,0,67.3,0.0,15,3,3,0.0,0.0,0.0,0,1
49451,189,65.0,0,0,65.0,25.9,46,4,3,0.0,0.0,0.0,0,0
11518,93,119.85,0,0,64.2,43.8,7,4,5,0.0,0.0,1.0,1,0
66370,2,118.0,0,1,57.1,44.1,8,3,1,0.0,0.0,1.0,1,0
10036,100,96.0,0,0,60.7,71.3,2,4,2,0.0,1.0,1.0,0,0
77752,3,169.0,0,0,68.7,37.2,31,5,3,0.0,0.0,1.0,1,0
970,0,99.0,0,0,71.4,46.8,33,2,1,0.0,0.0,1.0,0,0
2313,65,62.0,0,0,65.5,24.5,27,4,2,0.0,1.0,1.0,0,0
67967,49,72.0,0,0,63.5,0.0,4,6,4,0.0,0.0,0.0,0,1
33543,121,252.0,0,1,70.3,32.1,17,5,3,0.0,0.0,1.0,1,0
1897,11,90.0,0,2,75.3,35.2,34,1,1,0.0,0.0,0.0,1,0
63483,60,88.4,0,3,53.4,33.7,43,1,4,0.0,0.0,1.0,1,0
60546,23,145.0,0,2,74.5,76.8,40,3,2,0.0,0.0,1.0,1,0
69475,63,135.0,0,2,67.1,0.0,5,5,6,0.0,0.0,1.0,1,0
18685,41,145.2,0,2,62.6,49.8,35,0,3,0.0,0.0,1.0,1,0
28263,104,170.0,0,0,70.3,57.5,5,2,3,0.0,1.0,1.0,0,0
44064,99,81.0,0,0,51.1,5.2,46,4,1,0.0,0.0,0.0,0,0
12221,13,152.67,0,0,72.2,75.1,20,5,3,0.0,0.0,1.0,1,0
38675,25,72.76,0,0,65.5,87.0,38,3,4,0.0,0.0,1.0,0,1
61924,4,91.5,0,2,58.7,59.8,46,2,2,0.0,0.0,1.0,1,0
15950,162,92.7,1,1,74.8,14.5,11,4,5,0.0,0.0,0.0,0,0
22667,126,140.0,0,0,44.4,16.8,37,5,2,0.0,0.0,1.0,1,0
28165,164,160.0,0,0,70.3,57.5,48,5,3,0.0,1.0,1.0,0,0
56332,0,149.0,0,0,73.6,9.4,35,4,1,0.0,0.0,1.0,1,0
53005,9,166.0,0,0,79.4,0.0,27,2,2,0.0,0.0,1.0,1,0
8587,72,96.0,0,0,56.9,77.7,2,4,2,0.0,1.0,1.0,0,0
51240,127,128.88,0,2,65.1,36.0,6,4,3,0.0,0.0,1.0,0,1
24235,26,98.0,0,0,52.0,56.7,6,1,6,0.0,0.0,1.0,0,1
36942,0,156.0,0,2,71.5,40.9,35,3,1,0.0,0.0,0.0,1,0
41191,47,62.0,0,0,58.0,20.8,43,1,3,0.0,0.0,0.0,0,0
58853,28,129.0,0,1,67.0,43.3,36,4,1,0.0,0.0,1.0,1,0
40085,6,80.0,0,0,66.3,17.1,45,2,3,0.0,0.0,1.0,0,1
7562,116,60.0,0,0,50.8,43.5,45,3,3,0.0,0.0,0.0,0,1
73313,283,84.15,0,3,67.6,26.9,34,2,4,0.0,0.0,1.0,0,1
23549,101,75.68,0,2,56.5,78.7,44,0,5,0.0,0.0,1.0,1,0
44218,44,91.58,0,0,49.1,33.0,1,2,4,0.0,0.0,1.0,0,1
58225,21,139.0,0,1,69.1,50.2,35,0,3,0.0,0.0,1.0,1,0
51694,235,65.0,0,1,68.7,40.4,45,1,2,0.0,0.0,0.0,0,0
28610,175,110.0,0,0,61.8,15.0,47,5,3,0.0,1.0,1.0,0,1
6752,151,80.0,0,0,55.2,76.9,34,5,3,0.0,0.0,0.0,0,1
74681,263,105.0,0,1,73.5,32.1,40,1,4,0.0,0.0,0.0,0,1
61972,80,93.6,0,1,58.7,59.8,35,3,3,0.0,0.0,1.0,1,0
5729,98,75.0,0,1,53.1,11.8,34,1,3,0.0,0.0,0.0,0,1
56875,230,111.0,0,0,83.8,21.5,3,3,5,0.0,0.0,0.0,0,1
22300,47,74.8,0,0,58.1,22.9,47,5,4,0.0,0.0,1.0,1,0
78093,209,202.5,0,1,81.4,33.3,2,0,4,0.0,0.0,1.0,1,0
65036,64,111.6,0,0,51.0,40.9,47,4,2,0.0,0.0,1.0,1,0
46477,36,150.3,0,2,55.8,72.6,8,0,1,0.0,0.0,1.0,1,0
10732,108,110.75,0,0,59.3,76.7,3,4,2,0.0,0.0,1.0,0,1
19187,292,163.63,0,1,61.1,47.8,1,2,6,0.0,0.0,0.0,1,0
6089,8,95.0,0,0,59.4,79.4,50,3,3,0.0,0.0,1.0,0,1
14413,25,139.0,0,0,83.6,1.3,25,3,1,0.0,0.0,1.0,0,1
67083,23,68.0,0,0,50.2,53.0,6,3,5,0.0,0.0,1.0,0,1
58930,29,152.0,0,2,70.4,38.7,36,2,2,0.0,0.0,0.0,1,0
18137,338,80.0,0,0,65.1,50.9,45,3,3,0.0,0.0,0.0,0,1
43697,0,70.0,0,0,58.6,84.7,6,3,1,0.0,1.0,0.0,0,0
72446,60,144.0,0,1,72.6,65.2,12,3,4,0.0,0.0,1.0,1,0
16508,161,116.1,0,0,69.8,33.2,13,4,3,0.0,0.0,0.0,0,1
73696,33,120.51,0,1,64.7,29.2,18,2,7,0.0,0.0,1.0,0,1
3821,192,102.0,0,0,67.5,27.3,12,2,5,0.0,0.0,0.0,0,1
48506,49,139.5,0,0,57.8,79.6,11,5,2,0.0,0.0,1.0,0,0
27573,111,126.0,0,0,60.7,45.4,2,6,3,0.0,0.0,1.0,1,0
8472,78,100.0,0,0,56.2,36.3,1,4,3,0.0,1.0,1.0,0,1
59759,326,109.07,1,0,63.9,68.3,48,3,3,0.0,0.0,0.0,0,1
52660,180,85.5,0,0,73.3,25.3,2,2,1,0.0,0.0,0.0,0,1
55460,7,141.1,0,1,72.3,71.7,32,5,1,0.0,0.0,1.0,0,0
13014,188,130.0,0,0,64.5,49.3,50,4,2,0.0,1.0,1.0,0,1
66612,13,95.0,0,0,54.7,79.3,7,1,3,0.0,0.0,1.0,0,1
7854,94,96.3,1,0,53.7,59.3,49,0,3,0.0,0.0,1.0,1,0
59698,32,85.0,0,0,62.6,49.8,37,2,2,0.0,0.0,1.0,0,1
43371,0,110.5,0,2,54.2,46.3,4,6,2,0.0,0.0,1.0,1,0
12079,113,100.0,0,0,67.0,20.3,6,1,3,0.0,1.0,1.0,0,0
73821,46,80.1,0,0,72.1,41.3,17,3,3,0.0,0.0,1.0,0,1
4284,61,91.0,0,0,71.0,79.5,32,2,2,0.0,0.0,0.0,0,1
27952,119,148.8,0,1,61.1,53.8,2,4,3,0.0,0.0,1.0,1,0
64645,29,65.0,0,0,45.7,2.1,51,2,3,0.0,0.0,0.0,0,1
65484,3,74.8,0,0,59.1,73.7,5,3,7,0.0,0.0,1.0,1,0
73427,128,92.17,0,1,66.4,32.2,4,6,3,0.0,0.0,1.0,0,1
6163,14,99.5,0,0,54.0,67.4,50,6,4,0.0,0.0,1.0,1,0
2663,69,62.0,0,0,69.3,58.3,27,4,2,0.0,0.0,0.0,0,0
57840,159,144.0,0,0,72.9,35.6,15,3,3,0.0,0.0,0.0,0,1
15140,111,237.6,0,0,88.4,1.2,16,1,5,0.0,0.0,1.0,1,0
58031,183,102.1,0,1,66.3,27.7,12,2,4,0.0,0.0,1.0,0,1
51310,7,165.0,0,2,71.8,2.1,23,0,1,0.0,0.0,1.0,1,0
62788,13,66.71,0,0,59.9,47.9,47,2,3,0.0,0.0,1.0,0,1
10585,302,62.0,0,0,61.1,77.5,28,3,2,0.0,1.0,1.0,0,0
8571,81,65.0,0,0,56.2,36.3,1,1,4,0.0,0.0,0.0,0,1
52916,57,146.7,1,1,79.4,0.0,20,3,1,0.0,0.0,1.0,1,0
39714,14,87.0,0,1,63.7,68.1,43,3,1,0.0,0.0,0.0,1,0
64356,65,65.0,0,0,52.8,66.5,45,2,1,0.0,0.0,0.0,0,0
69420,86,163.8,0,0,65.7,63.3,2,5,3,0.0,0.0,1.0,1,0
27025,159,130.5,0,0,62.5,49.1,46,0,3,0.0,0.0,1.0,1,0
67785,8,128.0,0,1,60.6,58.7,10,4,2,0.0,0.0,1.0,1,0
78025,113,125.0,0,0,72.9,3.8,16,3,5,0.0,0.0,1.0,0,1
